src_image_path,src_country,tgt_image_path,prompt
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_arara.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_bird_arara.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_green-headed-tanager.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_bird_green-headed-tanager.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_tucano.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_bird_tucano.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_sabiá-laranjeira.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_bird_sabiá-laranjeira.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_great-kiskadee.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_bird_great-kiskadee.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_jaguar.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_mammal_jaguar.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_muriqui.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_mammal_muriqui.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_capybara.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_mammal_capybara.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_giant-anteater.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_mammal_giant-anteater.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_maned-wolf.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_mammal_maned-wolf.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_food_churrasco.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_food_brigadeiro.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/food_pão-de-queijo.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_food_pão-de-queijo.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/food_coxinha.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_food_coxinha.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/food_feijoada.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_food_feijoada.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_mate.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_beverages_mate.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_coconut-water.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_beverages_coconut-water.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_cachaça.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_beverages_cachaça.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_sugarcane-juice.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_beverages_sugarcane-juice.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_caipirinha.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_beverages_caipirinha.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_havaianas.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_clothing_havaianas.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_sleeveless-shirt.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_clothing_sleeveless-shirt.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_shorts.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_clothing_shorts.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_flip-flops.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_clothing_flip-flops.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_bikini.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_clothing_bikini.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_casas-bahia.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_houses_casas-bahia.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_houses_palafita.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_sobrado.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_houses_sobrado.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_favela.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_houses_favela.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_colonial-architecture-of-brazil.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_houses_colonial-architecture-of-brazil.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_jacaranda.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_flower_jacaranda.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_heliconia.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_flower_heliconia.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_cattleya.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_flower_cattleya.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_flower_bromelia.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_flower_handroanthus.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_fruit_pineapple.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_fruit_mango.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_fruit_guava.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_fruit_papaya.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_fruit_jabuticaba.jpg,make the image culturally relevant to Japan
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_vegetable_pumpkin.jpg,make the image culturally relevant to Japan
