src_image_path,src_country,tgt_image_path,prompt
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_data-5.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-sort_data-5.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-9.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-analyse-9.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort-1.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-sort-1.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-6.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-belong-6.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-belong-1.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-belong-1.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-7.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-analyse-7.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-6.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-sort_count-6.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-7.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-count-7.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_count-1.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-sort_count-1.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-9.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-count-9.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-6.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-analyse-6.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-1.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-analyse-1.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-analyse-8.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-analyse-8.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort_data-4.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-sort_data-4.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-12.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-count-12.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-8.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-count-8.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-1.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-count-1.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-6.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-count-6.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-sort-1-2.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-sort-1-2.png,make the image culturally relevant to Brazil
https://storage.googleapis.com/image-transcreation/part2/education/k5-count-11.png,education,https://storage.googleapis.com/image-transcreation/outputs/part2/e2e-instruct/brazil/education_k5-count-11.png,make the image culturally relevant to Brazil
