src_image_path,src_country,tgt_image_path,prompt
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_arara.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_bird_arara.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_green-headed-tanager.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_bird_green-headed-tanager.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_tucano.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_bird_tucano.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_sabiá-laranjeira.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_bird_sabiá-laranjeira.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_great-kiskadee.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_bird_great-kiskadee.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_jaguar.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_mammal_jaguar.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_muriqui.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_mammal_muriqui.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_capybara.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_mammal_capybara.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_giant-anteater.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_mammal_giant-anteater.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_maned-wolf.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_mammal_maned-wolf.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_food_churrasco.jpg,make the image culturally relevant to the United States
https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/united-states/brazil_food_brigadeiro.jpg,make the image culturally relevant to the United States
